unique_key,complaint_type,complaint_description,owning_department,source,status,status_change_date,created_date,last_update_date,close_date,incident_address,street_number,street_name,city,incident_zip,county,state_plane_x_coordinate,state_plane_y_coordinate,latitude,longitude,location,council_district_code,map_page,map_tile
16-00079659,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2016-04-08 12:13:06 UTC,2016-04-07 16:39:48 UTC,2016-04-08 11:11:34 UTC,2016-04-08 12:13:06 UTC,"1411 ATTERBURY LN, AUSTIN, TX 78753",1411,ATTERBURY,AUSTIN,78753,TRAVIS,3140639.24948192,10114208.9990786,30.38580402,-97.65612556,"(30.38580402, -97.65612556)",1,497K,MN32
16-00082080,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-04-12 15:28:23 UTC,2016-04-10 11:57:11 UTC,2016-04-12 14:26:51 UTC,2016-04-12 15:28:23 UTC,"E YAGER LN & E PARMER LN, AUSTIN, TX 78753",,E YAGER LN & E PARMER LN,AUSTIN,78753,TRAVIS,3142286.65940274,10115171.2680517,30.38834,-97.65082868,"(30.38834, -97.65082868)",7,497K,MN32
18-00265083,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-08-14 10:48:49 UTC,2018-08-13 12:24:16 UTC,2018-08-14 10:48:49 UTC,2018-08-14 10:48:49 UTC,"YARMONT WAY & FARNISH CV, AUSTIN, TX 78753",,YARMONT WAY & FARNISH CV,AUSTIN,78753,TRAVIS,3140678.49941317,10116031.9980476,30.3908125,-97.65586196,"(30.3908125, -97.65586196)",7,497K,MN32
17-00039427,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,,,,,"1409 BRIXHAM CV, AUSTIN, TX 78753",1409,BRIXHAM,AUSTIN,78753,TRAVIS,3140731,10113946.0,30.38507501,-97.65585473,"(30.38507501, -97.65585473)",1,497K,MN32
17-00072501,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-03-26 19:42:08 UTC,2017-03-22 15:40:07 UTC,2017-03-26 18:42:11 UTC,2017-03-26 19:42:08 UTC,"12323 LITTLE FATIMA LN, AUSTIN, TX 78753",12323,LITTLE FATIMA,AUSTIN,78753,TRAVIS,3141352.99887427,10116019.9987062,30.39073486,-97.65372419,"(30.39073486, -97.65372419)",7,497K,MN32
17-00224392,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-08-04 15:08:22 UTC,2017-08-04 11:06:08 UTC,2017-08-04 14:08:24 UTC,2017-08-04 15:08:22 UTC,"12207 DONINGTON DR, AUSTIN, TX 78753",12207,DONINGTON,AUSTIN,78753,TRAVIS,3140614.74718027,10114909.9996963,30.38773256,-97.65614974,"(30.38773256, -97.65614974)",1,497K,MN32
17-00075146,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-03-25 10:44:58 UTC,2017-03-25 10:01:55 UTC,2017-03-25 10:44:58 UTC,2017-03-25 10:44:58 UTC,"E PARMER LN & DESSAU RD, AUSTIN, TX 78754",,E PARMER LN & DESSAU RD,AUSTIN,78754,TRAVIS,3143018.21911314,10114702.4777604,30.38700286,-97.64854501,"(30.38700286, -97.64854501)",1,497K,MN32
17-00075160,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-03-25 13:51:03 UTC,2017-03-25 10:20:08 UTC,2017-03-25 12:51:05 UTC,2017-03-25 13:51:03 UTC,"1608 E PARMER LN, AUSTIN, TX 78753",1608,PARMER,AUSTIN,78753,TRAVIS,3142750.09231714,10115093.1355902,30.38809449,-97.64936525,"(30.38809449, -97.64936525)",7,497K,MN32
18-00241876,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-07-27 13:58:06 UTC,2018-07-26 11:05:36 UTC,2018-07-27 13:58:06 UTC,2018-07-27 13:58:06 UTC,"1425 E YAGER LN, AUSTIN, TX 78753",1425,YAGER,AUSTIN,78753,TRAVIS,3141269.73895992,10115066.8297189,30.3881203,-97.654061,"(30.3881203, -97.654061)",1,497K,MN32
18-00093256,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-04-02 13:57:57 UTC,2018-04-01 10:51:30 UTC,2018-04-02 13:57:57 UTC,2018-04-02 13:57:57 UTC,"1425 E YAGER LN, AUSTIN, TX 78753",1425,YAGER,AUSTIN,78753,TRAVIS,3141269.73895992,10115066.8297189,30.3881203,-97.654061,"(30.3881203, -97.654061)",1,497K,MN32
17-00347805,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2017-11-21 08:46:43 UTC,2017-11-20 16:02:17 UTC,2017-11-21 08:46:43 UTC,2017-11-21 08:46:43 UTC,"1608 E PARMER LN, AUSTIN, TX 78753",1608,PARMER,AUSTIN,78753,TRAVIS,3142750.09231714,10115093.1355902,30.38809449,-97.64936525,"(30.38809449, -97.64936525)",7,497K,MN32
17-00311922,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2017-10-18 08:56:37 UTC,2017-10-18 08:56:37 UTC,2017-10-18 08:57:47 UTC,,"DESSAU RD & E PARMER LN, AUSTIN, TX 78754",,DESSAU RD & E PARMER LN,Austin,78754,TRAVIS,3143018.21911315,10114702.4777604,30.38700286,-97.64854501,"(30.38700286, -97.64854501)",1,497K,MN32
18-00028776,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-01-31 09:28:30 UTC,2018-01-30 17:51:08 UTC,2018-01-31 09:28:30 UTC,2018-01-31 09:28:30 UTC,"E PARMER LN & DESSAU RD, AUSTIN, TX 78753",,E PARMER LN & DESSAU RD,AUSTIN,78754,TRAVIS,3143018.21905276,10114702.4800023,30.38700287,-97.64854501,"(30.38700287, -97.64854501)",1,497K,MN32
18-00045486,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-02-17 11:53:05 UTC,2018-02-16 16:54:15 UTC,2018-02-17 11:53:05 UTC,2018-02-17 11:53:05 UTC,"E PARMER LN & DESSAU RD, AUSTIN, 78753",,E PARMER LN & DESSAU RD,AUSTIN,78754,TRAVIS,3143018.21905276,10114702.4800023,30.38700287,-97.64854501,"(30.38700287, -97.64854501)",1,497K,MN32
18-00136874,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-05-11 09:31:45 UTC,2018-05-08 15:43:09 UTC,2018-05-11 08:31:46 UTC,2018-05-11 09:31:45 UTC,"1408 BRIXHAM CV, AUSTIN, TX 78753",1408,BRIXHAM,AUSTIN,78753,TRAVIS,3140728.74769146,10114021.9990399,30.38528407,-97.65585607,"(30.38528407, -97.65585607)",1,497K,MN32
19-00189269,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-07-16 15:59:27 UTC,2019-05-23 16:26:12 UTC,2019-07-16 15:59:27 UTC,2019-07-16 15:59:27 UTC,"E PARMER LN & DESSAU RD, AUSTIN, TX",,E PARMER LN & DESSAU RD,AUSTIN,78754,TRAVIS,3143018.21905276,10114702.4800023,30.38700287,-97.64854501,"(30.38700287, -97.64854501)",1,497K,MN32
19-00254835,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2019-07-06 11:20:05 UTC,2019-07-06 11:20:05 UTC,2019-07-07 23:00:05 UTC,,"1414 ATTERBURY LN, AUSTIN, TX 78753",1414,ATTERBURY,AUSTIN,78753,TRAVIS,3140662.99906787,10114342.999493,30.38617079,-97.65604003,"(30.38617079, -97.65604003)",1,497K,MN32
18-00122298,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-04-28 07:28:13 UTC,2018-04-26 16:53:28 UTC,2018-04-28 07:28:13 UTC,2018-04-28 07:28:13 UTC,"1408 BRIXHAM CV, AUSTIN, TX 78753",1408,BRIXHAM,AUSTIN,78753,TRAVIS,3140728.74769146,10114021.9990399,30.38528407,-97.65585607,"(30.38528407, -97.65585607)",1,497K,MN32
19-00052012,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-02-13 06:48:47 UTC,2019-02-12 08:15:19 UTC,2019-02-13 06:48:47 UTC,2019-02-13 06:48:47 UTC,"DESSAU RD & E PARMER LN, AUSTIN, TX",,DESSAU RD & E PARMER LN,AUSTIN,78754,TRAVIS,3143018.21905276,10114702.4800023,30.38700287,-97.64854501,"(30.38700287, -97.64854501)",1,497K,MN32
19-00052189,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-02-13 11:22:08 UTC,2019-02-12 09:24:40 UTC,2019-02-13 11:22:07 UTC,2019-02-13 11:22:08 UTC,"12408 DESSAU RD, AUSTIN, TX 78753",12408,DESSAU,AUSTIN,78753,TRAVIS,3143555.15026188,10116156.6322723,30.39096441,-97.64673122,"(30.39096441, -97.64673122)",7,497K,MN32
19-00052723,ACLONAG,Loose Dog,Animal Services Office,Phone,Duplicate (closed),2019-02-13 06:48:47 UTC,2019-02-12 13:08:53 UTC,2019-02-13 06:48:47 UTC,2019-02-13 06:48:47 UTC,"E PARMER LN & DESSAU RD, AUSTIN, TX",,E PARMER LN & DESSAU RD,AUSTIN,78754,TRAVIS,3143018.21905276,10114702.4800023,30.38700287,-97.64854501,"(30.38700287, -97.64854501)",1,497K,MN32
18-00432978,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-12-20 11:30:59 UTC,2018-12-20 07:09:50 UTC,2018-12-20 11:30:59 UTC,2018-12-20 11:30:59 UTC,"E PARMER LN & DESSAU RD, AUSTIN, TX",,E PARMER LN & DESSAU RD,AUSTIN,78754,TRAVIS,3143018.21905276,10114702.4800023,30.38700287,-97.64854501,"(30.38700287, -97.64854501)",1,497K,MN32
19-00103645,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-03-27 13:44:59 UTC,2019-03-25 08:51:36 UTC,2019-03-27 13:45:01 UTC,2019-03-27 13:44:59 UTC,"12307 LITTLE FATIMA LN, AUSTIN, TX 78753",12307,LITTLE FATIMA,AUSTIN,78753,TRAVIS,3141338.00721788,10116157.3166625,30.39111332,-97.65376124,"(30.39111332, -97.65376124)",7,497K,MN32
19-00029192,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-01-27 15:55:54 UTC,2019-01-26 12:20:21 UTC,2019-01-27 15:55:54 UTC,2019-01-27 15:55:54 UTC,"1621 E PARMER LN, AUSTIN, TX 78753",1621,PARMER,AUSTIN,78753,TRAVIS,3142867.73977080,10114726.8153546,30.38707975,-97.64902026,"(30.38707975, -97.64902026)",1,497K,MN32
19-00091718,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-03-18 07:40:52 UTC,2019-03-15 08:23:03 UTC,2019-03-18 07:40:52 UTC,2019-03-18 07:40:52 UTC,"SHROPSHIRE BLVD & E YAGER LN, AUSTIN, TX",,SHROPSHIRE BLVD & E YAGER LN,AUSTIN,78753,TRAVIS,3140539.24931653,10115547.999662,30.38949129,-97.65634043,"(30.38949129, -97.65634043)",7,497K,MN32
18-00286734,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-08-30 10:57:00 UTC,2018-08-30 07:28:00 UTC,2018-08-30 09:57:00 UTC,2018-08-30 10:57:00 UTC,"E PARMER LN & DESSAU RD, AUSTIN, TX 78753",,E PARMER LN & DESSAU RD,AUSTIN,78754,TRAVIS,3143018.219,10114702.48,30.38700287,-97.64854501,"(30.38700287, -97.64854501)",1,497K,MN32
18-00326954,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-09-29 16:02:00 UTC,2018-09-28 12:13:00 UTC,2018-09-29 16:02:00 UTC,2018-09-29 16:02:00 UTC,"12233 BRANSTON DR, AUSTIN, TX 78753",12233,BRANSTON,AUSTIN,78753,TRAVIS,3140911.5,10114877.0,30.38762221,-97.65521136,"(30.38762221, -97.65521136)",1,497K,MN32
19-00280772,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2019-07-25 16:28:02 UTC,2019-07-24 11:33:59 UTC,2019-07-25 16:28:02 UTC,2019-07-25 16:28:02 UTC,"1530 E PARMER LN, AUSTIN, TX 78753",1530,PARMER,AUSTIN,78753,TRAVIS,3142341.13031890,10115635.2343287,30.38961174,-97.65062048,"(30.38961174, -97.65062048)",7,497K,MN32
19-00193387,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-07-16 16:04:05 UTC,2019-05-26 15:12:31 UTC,2019-07-16 16:04:05 UTC,2019-07-16 16:04:05 UTC,"12232 BRANSTON DR, AUSTIN, TX 78753",12232,BRANSTON,AUSTIN,78753,TRAVIS,3140889.31393372,10115025.8137504,30.38803274,-97.65527034,"(30.38803274, -97.65527034)",1,497K,MN32
16-00107812,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-05-06 14:47:31 UTC,2016-05-06 12:41:23 UTC,2016-05-06 13:44:52 UTC,2016-05-06 14:47:31 UTC,"12435 DESSAU RD, AUSTIN, TX 78754",12435,DESSAU,AUSTIN,78754,TRAVIS,3144155.42,10115385.75,30.38880553,-97.64488698,"(30.38880553, -97.64488698)",1,497L,MP32
16-00272730,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-10-16 15:18:02 UTC,2016-10-14 10:54:26 UTC,2016-10-16 14:22:11 UTC,2016-10-16 15:18:02 UTC,"1800 E PARMER LN, AUSTIN, TX 78754",1800,PARMER,AUSTIN,78754,TRAVIS,3143886.40880982,10114443.3888958,30.38623304,-97.64581214,"(30.38623304, -97.64581214)",,497L,MP32
16-00316129,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-12-05 13:01:47 UTC,2016-12-05 10:58:39 UTC,2016-12-05 13:01:47 UTC,2016-12-05 13:01:47 UTC,"12435 DESSAU RD, AUSTIN, TX 78754",12435,DESSAU,AUSTIN,78754,TRAVIS,3144155.42,10115385.75,30.38880553,-97.64488698,"(30.38880553, -97.64488698)",1,497L,MP32
14-00092214,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-05-18 14:59:02 UTC,2014-05-15 07:53:25 UTC,2014-05-18 14:01:08 UTC,2014-05-18 14:59:02 UTC,"1800 E PARMER LN, AUSTIN, TX",1800,PARMER,AUSTIN,78754,TRAVIS,3143848.70217661,10114267.859321,30.38575305,-97.64594514,"(30.38575305, -97.64594514)",1,497L,MP32
15-00250243,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-10-20 11:29:10 UTC,2015-10-20 09:26:50 UTC,2015-10-20 10:29:06 UTC,2015-10-20 11:29:10 UTC,"12435 DESSAU RD, AUSTIN, TX 78754",12435,DESSAU,AUSTIN,78754,TRAVIS,3144155.42,10115385.75,30.38880553,-97.64488698,"(30.38880553, -97.64488698)",1,497L,MP32
15-00267683,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2015-11-10 17:40:55 UTC,2015-11-09 09:23:29 UTC,2015-11-10 16:41:04 UTC,2015-11-10 17:40:55 UTC,"12435 DESSAU RD, AUSTIN, TX 78754",12435,DESSAU,AUSTIN,78754,TRAVIS,3144155.42,10115385.75,30.38880553,-97.64488698,"(30.38880553, -97.64488698)",1,497L,MP32
15-00295236,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2015-12-17 09:52:03 UTC,2015-12-17 09:52:03 UTC,2015-12-17 09:52:03 UTC,,"12435 DESSAU RD, AUSTIN, TX 78754",12435,DESSAU,AUSTIN,78754,TRAVIS,3144155.42,10115385.75,30.38880553,-97.64488698,"(30.38880553, -97.64488698)",1,497L,MP32
16-00014010,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2016-01-20 12:26:04 UTC,2016-01-20 12:26:04 UTC,2016-01-20 12:26:04 UTC,,"12435 DESSAU RD, AUSTIN, TX 78754",12435,DESSAU,AUSTIN,78754,TRAVIS,3144155.42,10115385.75,30.38880553,-97.64488698,"(30.38880553, -97.64488698)",1,497L,MP32
16-00070378,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-03-29 16:43:54 UTC,2016-03-28 15:29:35 UTC,2016-03-29 15:41:37 UTC,2016-03-29 16:43:54 UTC,"12435 DESSAU RD, AUSTIN, TX 78754",12435,DESSAU,AUSTIN,78754,TRAVIS,3144155.42,10115385.75,30.38880553,-97.64488698,"(30.38880553, -97.64488698)",1,497L,MP32
16-00078596,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-04-08 12:28:11 UTC,2016-04-06 13:04:44 UTC,2016-04-08 11:26:39 UTC,2016-04-08 12:28:11 UTC,"12435 DESSAU RD 9, AUSTIN, TX 78754",12435,DESSAU,AUSTIN,78754,TRAVIS,3144101.49810308,10115508.3893984,30.38914623,-97.64504856,"(30.38914623, -97.64504856)",1,497L,MP32
18-00115545,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-12-12 14:55:53 UTC,2018-04-20 14:32:06 UTC,2018-12-12 14:55:34 UTC,2018-12-12 14:55:53 UTC,"12435 DESSAU RD, AUSTIN, TX 78754",12435,DESSAU,AUSTIN,78754,TRAVIS,3143543.99779469,10115805.3566111,30.38999956,-97.64679349,"(30.38999956, -97.64679349)",1,497L,MP32
19-00127342,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2019-04-12 08:04:50 UTC,2019-04-11 10:42:02 UTC,2019-04-12 08:04:50 UTC,2019-04-12 08:04:50 UTC,"12435 DESSAU RD, AUSTIN, TX 78754",12435,DESSAU,AUSTIN,78754,TRAVIS,3144155.41878323,10115385.7481141,30.38880553,-97.64488699,"(30.38880553, -97.64488699)",1,497L,MP32
18-00055598,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-02-27 11:50:51 UTC,2018-02-27 09:49:37 UTC,2018-02-27 11:50:51 UTC,2018-02-27 11:50:51 UTC,"12435 DESSAU RD 9, AUSTIN, TX 78754",12435,DESSAU,AUSTIN,78754,TRAVIS,3144101.49810308,10115508.3893984,30.38914623,-97.64504856,"(30.38914623, -97.64504856)",1,497L,MP32
18-00094246,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-04-07 11:50:56 UTC,2018-04-02 12:45:51 UTC,2018-04-07 11:50:56 UTC,2018-04-07 11:50:56 UTC,"12435 DESSAU RD, AUSTIN, TX 78754",12435,DESSAU,AUSTIN,78754,TRAVIS,3144155.42000000,10115385.75,30.38880553,-97.64488698,"(30.38880553, -97.64488698)",1,497L,MP32
16-00098585,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2016-04-29 19:01:34 UTC,2016-04-28 08:08:02 UTC,2016-04-29 17:59:34 UTC,2016-04-29 19:01:34 UTC,"12840 KINSHIP CANYON DR, MANOR, TX 78653",12840,KINSHIP CANYON,MANOR,78653,TRAVIS,3148189.4002695,10116076.5086035,30.39043561,-97.63204327,"(30.39043561, -97.63204327)",,497M,MP32
19-00000675,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2019-01-03 07:47:07 UTC,2019-01-01 17:13:45 UTC,2019-01-03 07:47:07 UTC,2019-01-03 07:47:07 UTC,"12943 KINSHIP CANYON DR, MANOR, TX 78653",12943,KINSHIP CANYON,Manor,78653,TRAVIS,3148567.76049024,10115892.5168927,30.38990459,-97.63085776,"(30.38990459, -97.63085776)",,497M,MP32
19-00012225,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2019-01-12 15:28:31 UTC,2019-01-11 11:14:04 UTC,2019-01-12 15:28:31 UTC,2019-01-12 15:28:31 UTC,"12952 KINSHIP CANYON DR, MANOR, TX 78653",12952,KINSHIP CANYON,Manor,78653,TRAVIS,3148615.14428390,10115849.0953377,30.38978207,-97.63071087,"(30.38978207, -97.63071087)",,497M,MP32
19-00003373,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2019-01-05 07:41:15 UTC,2019-01-04 08:13:03 UTC,2019-01-05 07:41:15 UTC,2019-01-05 07:41:15 UTC,"12936 KINSHIP CANYON DR, MANOR, TX 78653",12936,KINSHIP CANYON,Manor,78653,TRAVIS,3148550.87264885,10115945.3479394,30.39005094,-97.63090724,"(30.39005094, -97.63090724)",,497M,MP32
19-00014055,ACLONAG,Loose Dog,Animal Services Office,Spot311 Interface,Closed,2019-01-14 13:41:33 UTC,2019-01-13 12:09:21 UTC,2019-01-14 13:41:25 UTC,2019-01-14 13:41:33 UTC,"12928 KINSHIP CANYON DR, MANOR, TX 78653",12928,KINSHIP CANYON,Manor,78653,TRAVIS,3148501.00304685,10115966.3078846,30.39011189,-97.63106375,"(30.39011189, -97.63106375)",,497M,MP32
18-00433011,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2018-12-20 09:00:46 UTC,2018-12-20 07:35:27 UTC,2018-12-20 09:00:46 UTC,2018-12-20 09:00:46 UTC,"CHARMING VALLEY DR & TEQUESTA BLVD, MANOR, TX",,CHARMING VALLEY DR & TEQUESTA BLVD,Manor,78653,TRAVIS,3148753.15674676,10115076.9297308,30.38765033,-97.63033277,"(30.38765033, -97.63033277)",,497M,MP32
18-00323136,ACLONAG,Loose Dog,Animal Services Office,External Interface,Closed,2018-09-26 12:48:00 UTC,2018-09-25 23:31:00 UTC,2018-09-26 12:48:00 UTC,2018-09-26 12:48:00 UTC,"12982 KINSHIP CANYON DR, AUSTIN, TX 78653",12982,KINSHIP CANYON,AUSTIN,78653,TRAVIS,3148527.984,10115676.81,30.38931433,-97.6310005,"(30.38931433, -97.6310005)",,497M,MP32
16-00108404,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2016-05-07 07:19:00 UTC,2016-05-07 07:19:00 UTC,2016-05-07 07:19:00 UTC,,"12003 ROTHERHAM DR, AUSTIN, TX 78753",12003,ROTHERHAM,AUSTIN,78753,TRAVIS,3140330.499,10112534.0,30.38122018,-97.65723227,"(30.38122018, -97.65723227)",1,497N,MN32
16-00151877,ACLONAG,Loose Dog,Animal Services Office,Phone,Open,2016-06-19 08:55:40 UTC,2016-06-19 08:55:40 UTC,2016-06-19 08:56:22 UTC,,"1125 BYERS LN, AUSTIN, TX 78753",1125,BYERS,AUSTIN,78753,TRAVIS,3138340.75,10112592.0,30.38151107,-97.66353629,"(30.38151107, -97.66353629)",1,497N,MN32
16-00183476,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-07-20 11:30:00 UTC,2016-07-18 10:27:00 UTC,2016-07-20 10:30:00 UTC,2016-07-20 11:30:00 UTC,"BLAKENEY LN & ROTHERHAM DR, AUSTIN, TX 78753",,BLAKENEY LN & ROTHERHAM DR,AUSTIN,78753,TRAVIS,3140503.13,10113397.83,30.38358327,-97.65661904,"(30.38358327, -97.65661904)",1,497N,MN32
14-00127466,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-08-25 18:48:00 UTC,2014-06-26 08:06:00 UTC,2014-08-25 17:50:00 UTC,2014-08-25 18:48:00 UTC,"1314 ALMA DR, AUSTIN, TX",1314,ALMA,AUSTIN,78753,TRAVIS,3139285.986,10112849.35,30.38215606,-97.66051983,"(30.38215606, -97.66051983)",1,497N,MN32
16-00318184,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-12-08 13:12:36 UTC,2016-12-07 14:15:54 UTC,2016-12-08 13:12:36 UTC,2016-12-08 13:12:36 UTC,"FALL CREEK DR & RIVER OAKS TRL, AUSTIN, TX 78753",,FALL CREEK DR & RIVER OAKS TRL,AUSTIN,78753,TRAVIS,3137768.0480829,10112975.357789,30.38260262,-97.66532287,"(30.38260262, -97.66532287)",1,497N,MN32
16-00293139,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2016-11-05 11:34:27 UTC,2016-11-04 12:31:23 UTC,2016-11-05 11:34:27 UTC,2016-11-05 11:34:27 UTC,"11929 THOMPKINS DR, AUSTIN, TX 78753",11929,THOMPKINS,AUSTIN,78753,TRAVIS,3138639.65795128,10113153.4793738,30.38303474,-97.66254586,"(30.38303474, -97.66254586)",1,497N,MN32
14-00094000,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-05-17 16:48:35 UTC,2014-05-17 13:56:47 UTC,2014-05-17 15:50:41 UTC,2014-05-17 16:48:35 UTC,"11810 TOBLER TRL, AUSTIN, TX",11810,TOBLER,AUSTIN,78753,TRAVIS,3138548.25882743,10111876.4499642,30.37953046,-97.66293286,"(30.37953046, -97.66293286)",1,497N,MN32
14-00076674,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-05-01 14:08:30 UTC,2014-04-25 12:02:16 UTC,2014-05-01 13:10:35 UTC,2014-05-01 14:08:30 UTC,"WEDGEWOOD DR & BERRYWOOD DR, AUSTIN, TX",,WEDGEWOOD DR & BERRYWOOD DR,AUSTIN,78753,TRAVIS,3137330.11,10112422.42,30.38111157,-97.66675339,"(30.38111157, -97.66675339)",1,497N,MN32
14-00079223,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-05-01 13:53:26 UTC,2014-04-28 11:15:35 UTC,2014-05-01 12:55:30 UTC,2014-05-01 13:53:26 UTC,"1311 BLAKENEY LN, AUSTIN, TX",1311,BLAKENEY,AUSTIN,78753,TRAVIS,3139861.95433162,10113775.9132504,30.38466495,-97.65862308,"(30.38466495, -97.65862308)",1,497N,MN32
14-00072903,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-04-23 12:33:19 UTC,2014-04-20 17:11:44 UTC,2014-04-23 11:35:23 UTC,2014-04-23 12:33:19 UTC,"11639 RIVER OAKS TRL, AUSTIN, TX",11639,RIVER OAKS,AUSTIN,78753,TRAVIS,3137850.81367014,10111715.5536257,30.3791342,-97.66515628,"(30.3791342, -97.66515628)",1,497N,MN32
14-00054211,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-03-28 19:24:11 UTC,2014-03-28 08:20:31 UTC,2014-03-28 18:26:14 UTC,2014-03-28 19:24:11 UTC,"1105 BYERS LN, AUSTIN, TX",1105,BYERS,AUSTIN,78753,TRAVIS,3138318.12145231,10113053.2474664,30.38278044,-97.66357293,"(30.38278044, -97.66357293)",1,497N,MN32
14-00051633,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-03-25 14:14:12 UTC,2014-03-24 16:25:20 UTC,2014-03-25 13:16:15 UTC,2014-03-25 14:14:12 UTC,"12024 SHROPSHIRE BLVD, AUSTIN, TX 78753",12024,SHROPSHIRE,AUSTIN,78753,TRAVIS,3139472.25,10113691.0,30.3844573,-97.65986514,"(30.3844573, -97.65986514)",1,497N,MN32
14-00026502,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-02-16 15:45:25 UTC,2014-02-14 14:50:09 UTC,2014-02-16 14:47:26 UTC,2014-02-16 15:45:25 UTC,"1115 BYERS LN, AUSTIN, TX",1115,BYERS,AUSTIN,78753,TRAVIS,3138365.85386825,10112805.9256368,30.38209745,-97.66344041,"(30.38209745, -97.66344041)",1,497N,MN32
14-00025853,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-02-14 11:18:43 UTC,2014-02-13 13:30:48 UTC,2014-02-14 10:20:43 UTC,2014-02-14 11:18:43 UTC,"1112 BYERS LN, AUSTIN, TX",1112,BYERS,AUSTIN,78753,TRAVIS,3138395.58261363,10112862.9700041,30.38225229,-97.66334182,"(30.38225229, -97.66334182)",1,497N,MN32
14-00025033,ACLONAG,Loose Dog,Animal Services Office,Phone,Closed,2014-02-14 11:28:44 UTC,2014-02-12 07:54:57 UTC,2014-02-14 10:30:44 UTC,2014-02-14 11:28:44 UTC,"1105 BYERS LN, AUSTIN, TX",1105,BYERS,AUSTIN,78753,TRAVIS,3138318.12145231,10113053.2474664,30.38278044,-97.66357293,"(30.38278044, -97.66357293)",1,497N,MN32
